city,state,lat,lng
lagoa do carro,PE,-7.8427401417238904,-35.31142137571598
lagoa do itaenga,PE,-7.92989658622242,-35.29352276692467
lagoa do mato,CE,-4.2386007227785445,-39.06652089566502
lagoa do mato,MA,-6.04963473128056,-43.5272420087511
lagoa do ouro,PE,-9.125033717775127,-36.4592499983351
lagoa do piaui,PI,-5.409658556365997,-42.64681246377987
lagoa do sitio,PI,-6.515221614218458,-41.570513957537415
lagoa do tocantins,TO,-10.295713784689084,-47.5637294926062
lagoa dos gatos,PE,-8.657245477403077,-35.90403907912423
lagoa dos patos,MG,-16.985899346747413,-44.589809914457916
lagoa dos tres cantos,RS,-28.567290608058936,-52.85889759083737
lagoa dos três cantos,RS,-28.570367999999945,-52.84265299999996
lagoa dourada,MG,-20.919287654113624,-44.06779162363379
lagoa formosa,MG,-18.77618044480129,-46.404217247384295
lagoa grande,MG,-17.83903600481589,-46.51824250769678
lagoa grande,PE,-9.000529077860106,-40.26335980543693
lagoa grande do maranhao,MA,-4.993182985858334,-45.38820471953676
lagoa grande do maranhão,MA,-4.9933283906241925,-45.3886468312561
lagoa nova,RN,-6.095123665223916,-36.46851727046746
lagoa real,BA,-14.036242095465619,-42.141503947059995
lagoa salgada,RN,-6.122106000000002,-35.475278930623794
lagoa santa,GO,-19.182993807872656,-51.39898267475399
lagoa santa,MG,-19.636520104484408,-43.89965142692265
lagoa seca,PB,-7.159336992234635,-35.85623111704174
lagoa vermelha,RS,-28.21190081909876,-51.525184742562196
lagoao,RS,-29.22660107522239,-52.77629788682028
lagoinha,CE,-5.083044796163477,-37.91118133816753
lagoinha,SP,-23.088728617085085,-45.19065349137051
lagoinha do piaui,PI,-5.841485261387863,-42.62273223295626
lagoinha do piauí,PI,-5.833237787328495,-42.633322625198936
lagoão,RS,-29.223429201713525,-52.77186875874469
laguna,SC,-28.47572857600972,-48.784659261030505
laguna carapa,MS,-22.56447992554778,-55.15409857819852
laguna carapã,MS,-22.562404078241222,-55.155186302070646
laje,BA,-13.1704966150297,-39.4246229974844
laje do muriae,RJ,-21.209217813148204,-42.11936210072047
laje do muriaé,RJ,-21.216756070824445,-42.11566615347156
laje grande,PE,-8.599729853836907,-35.763144909990004
lajeado,RS,-29.45567909496981,-51.97037536984715
lajeado,TO,-9.753702991664655,-48.355778305601746
lajeado do bugre,RS,-27.691993461983227,-53.179028174392094
lajeado grande,SC,-26.85762444633593,-52.56748084406709
lajeado novo,MA,-6.190851975462477,-47.03682826584877
lajedao,BA,-17.61203296429573,-40.34515442880344
lajedinho,BA,-12.355008882381227,-40.90352711660624
lajedo,PE,-8.661327866132831,-36.32293402454861
lajedo do tabocal,BA,-13.475128121920225,-40.22122920687586
lajes,RN,-5.698334060831374,-36.245444421054465
lajes pintadas,RN,-6.1481042195665925,-36.11703435166267
lajinha,ES,-19.4922020929521,-41.0559350550917
lajinha,MG,-20.143957169397375,-41.61169776943603
lamarao,BA,-11.795649902432892,-38.88365094145973
lambari,MG,-21.974223701500048,-45.349168217053055
lambari d%26apos%3boeste,MT,-15.316965225685076,-58.00667213944841
lambari d'oeste,MT,-15.336222707198,-57.991071621294395
lambari doeste,MT,-15.320400061664117,-58.00539153153982
lamim,MG,-20.7880292437573,-43.47340340801194
lamounier,MG,-20.472853861268035,-45.054075847851315
landri sales,PI,-7.264202680438776,-43.92923150401844
lapa,PR,-25.76430781439902,-49.720376165993414
lapao,BA,-11.38390671827229,-41.8319778725531
lapão,BA,-11.380996613961056,-41.8316160963018
laranja da terra,ES,-19.890320604855525,-41.06009899610181
laranjais,RJ,-22.68421518330781,-43.576810839269086
laranjal,MG,-21.360767410544305,-42.47567237576673
laranjal,PR,-24.89180012781679,-52.477585702576036
laranjal do jari,AP,-0.46790722755920855,-52.6153135483813
laranjal paulista,SP,-23.04955173261455,-47.83762131131264
laranjeiras,SE,-10.798140175806079,-37.16300779957727
laranjeiras do sul,PR,-25.404934780834598,-52.41067888534097
lassance,MG,-17.870458207480997,-44.603027461977604
lastro,PB,-6.520364999999998,-38.17927928578266
laurentino,SC,-27.221224290121654,-49.731481761265776
lauro de freitas,BA,-12.884900331298656,-38.31467051487966
lauro muller,SC,-28.38800663400221,-49.407327100536946
lauro müller,SC,-28.389623170098684,-49.40672095599938
lavinia,SP,-21.167608591877716,-51.043346657319
lavras,MG,-21.24471141315922,-44.99919552691307
lavras da mangabeira,CE,-6.753572603131509,-38.99100741638856
lavras do sul,RS,-30.811113686504893,-53.9007424217773
lavras mg,MG,-21.242778862340565,-45.00344983902704
lavras novas,MG,-20.470616071871014,-43.51664245787023
lavrinhas,SP,-22.560121483523087,-44.918835172991606
lavínia,SP,-21.16684434474624,-51.04378829916443
leandro ferreira,MG,-19.717601976039926,-45.02483772207438
lebon regis,SC,-26.933115730876075,-50.69187105485308
lebon régis,SC,-26.93622863506047,-50.68418348490614
leme,SP,-22.185288219344287,-47.38562111524039
leme do prado,MG,-17.086066969537722,-42.70357065619938
lencois,BA,-12.547327417407974,-41.38305907736814
lencois paulista,SP,-22.599166935359307,-48.799463355929866
lençóis,BA,-12.562968757163677,-41.39021891418162
lençóis paulista,SP,-22.60080771975895,-48.79928653327295
leoberto leal,SC,-27.508298192526862,-49.289790233969136
leopoldina,MG,-21.530164261618392,-42.640898618181694
leopoldo de bulhoes,GO,-16.62318408209065,-48.74315701317172
leopoldo de bulhões,GO,-16.604256726469245,-48.78609650677517
leopolis,PR,-23.079095793370932,-50.74994010274174
leópolis,PR,-23.080488675167395,-50.75163539418566
liberato salzano,RS,-27.60021804678033,-53.07488226167071
liberdade,MG,-22.026227116647096,-44.32000869338344
licinio de almeida,BA,-14.684610023322174,-42.50629029890561
licínio de almeida,BA,-14.672187601095153,-42.49795036145297
lidianopolis,PR,-24.08581768735337,-51.64490705556661
lidice,RJ,-22.829028024181607,-44.19717777950867
lima campos,MA,-4.523496639631101,-44.463839259146404
lima duarte,MG,-21.841835048420986,-43.80181626080042
limeira,SP,-22.573478963977,-47.408479247924
limeira d oeste,MG,-19.553318731905534,-50.57797073953465
limeira de mantena,MG,-18.580177405335196,-41.14519611014962
limeira do oeste,MG,-19.545149799324385,-50.582701675506904
limeira do oeste mg,MG,-19.54866279727796,-50.57463500470057
limoeiro,PE,-7.8777112262366735,-35.44809501145188
limoeiro de anadia,AL,-9.625269657002699,-36.022425306207936
limoeiro do ajuru,PA,-1.896339574867295,-49.382434969187834
limoeiro do norte,CE,-5.1634832018087975,-38.10503994263532
lindoeste,PR,-25.267636611456673,-53.57285653285032
lindoia,SP,-22.52366846362423,-46.6462832931292
lindoia do sul,SC,-27.047843344009024,-52.08275811678663
lindolfo collor,RS,-29.597265377771162,-51.209442776110954
lindóia,SP,-22.52193219371092,-46.647056763775645
lindóia do sul,SC,-27.053190727930378,-52.084359108651014
linha nova,RS,-29.462187131839883,-51.20163853935473
linhares,ES,-19.383443845851776,-40.05983769453465
linharesl,ES,-19.396517507855247,-40.06275309149372
lins,SP,-21.67607880099038,-49.749672844876535
livramento,PB,-7.378040273869977,-36.944452261478524
livramento de nossa senhora,BA,-13.670531405245123,-41.871127644748356
lizarda,TO,-9.594945102105715,-46.67512984433543
loanda,PR,-22.929383785209307,-53.13587259427024
lobato,PR,-23.00997795869719,-51.951972253624994
logradouro,PB,-6.57357169225538,-35.43769849013727
londrina,PR,-23.314415889539116,-51.16549611994071
lontra,MG,-15.90154634987234,-44.30109215501223
lontras,SC,-27.16868843172061,-49.53931960111321
lorena,SP,-22.737200126738085,-45.115553134409566
loreto,MA,-7.087963525171027,-45.13612710992875
lourdes,SP,-20.96536801986327,-50.22558899904064
louveira,SP,-23.08550507419915,-46.95954096067056
luar,PR,-23.95750124255124,-51.91579375954426
lucaia,BA,-14.748165284976679,-40.507653224226665
lucas do rio verde,MT,-13.066932709409706,-55.932542791808785
lucelia,SP,-21.723160607561347,-51.01929454402222
lucena,PB,-6.932743709596139,-34.864933626529265
lucianopolis,SP,-22.430720732532517,-49.5217687624235
lucianópolis,SP,-22.431514978109192,-49.52312458270187
luciara,MT,-11.220695782312623,-50.66614796169693
lucrecia,RN,-6.116042026009036,-37.813702845759224
lucrécia,RN,-6.116874598823368,-37.8134441301836
lucélia,SP,-21.726247077997577,-51.01838486752538
luis antonio,SP,-21.554193733302416,-47.7021033495552
luis correia,PI,-2.8862625485705626,-41.65157177598589
luis domingues,MA,-1.3301820273715597,-45.898891625025655
luis eduardo magalhaes,BA,-12.092783860172316,-45.80725099687112
luis gomes,RN,-6.414586870414555,-38.38692626861021
luisburgo,MG,-20.439607604112577,-42.10392303953498
luislandia,MG,-16.121047243565872,-44.585465619948344
luislândia,MG,-16.120767814127507,-44.58157534393394
luiz alves,SC,-26.718453870638747,-48.97048198417584
luiz pires de minas,MG,-16.498652362928713,-44.26094480793312
luiziana,PR,-24.284288514974495,-52.2767681817877
luiziania,SP,-21.67548353550346,-50.328426035986055
luiziânia,SP,-21.675562424480514,-50.327387369665075
luizlandia do oeste,MG,-17.395618141418247,-47.26947153853191
luizlândia do oeste,MG,-16.68232039528273,-49.26585574290257
luminarias,MG,-21.51156793021056,-44.90309366198445
luminosa,MG,-22.581859864101983,-45.63503925651919
luminárias,MG,-21.511868921226085,-44.90232067811406
lunardelli,PR,-24.07832279883549,-51.74315889843617
lupercio,SP,-22.414647778563655,-49.81702832071563
lupionopolis,PR,-22.75533503973323,-51.65820880827124
lupionópolis,PR,-22.752449095544428,-51.65880305154281
lupércio,SP,-22.42071348513878,-49.81930029137705
lutecia,SP,-22.339327686369664,-50.39221899158045
lutécia,SP,-22.340442948577714,-50.39401270891942
luz,MG,-19.79398058295839,-45.681715829573186
luzerna,SC,-27.130096819084226,-51.468750527438964
luziania,GO,-16.226996206613357,-47.94427620030142
luziapolis,AL,-9.653239687200678,-35.74496877047144
luzilandia,PI,-3.4614175478098557,-42.36969036222866
luzilândia,PI,-3.4604844421624072,-42.371933915028066
luzinopolis,TO,-6.19278745706391,-47.8547739616613
luzinópolis,TO,-6.188578212785044,-47.85570149720925
luziânia,GO,-16.224561359294295,-47.9448975333217
luís antônio,SP,-21.55483252899373,-47.69955543323999
luís correia,PI,-2.8830445084337972,-41.65670996086773
luís domingues,MA,-1.330835204624492,-45.89965122019565
luís eduardo magalhães,BA,-12.091095069784245,-45.80522937542507
luís gomes,RN,-6.415416550163747,-38.386170032596866
lábrea,AM,-7.260196641832645,-64.79348190648054
lídice,RJ,-22.831713955579907,-44.196165330201524
macae,RJ,-22.380942145066847,-41.788866243842506
macaiba,RN,-5.856477729474894,-35.3516201775704
macajuba,BA,-12.1387585521401,-40.328193501139516
macambara,RS,-29.148001662867937,-56.06668071599258
macambira,SE,-10.665217872914651,-37.542187247143936
macapa,AP,0.03498771410048143,-51.069662686992515
macaparana,PE,-7.553526582008524,-35.45050466581066
macapá,AP,0.03656583726674272,-51.06784187328961
macarani,BA,-15.561054020157606,-40.42488937203632
macatuba,SP,-22.514093447641567,-48.71694212220494
macau,RN,-5.114363937006375,-36.631856050797694
macaubal,SP,-20.80439845928851,-49.96359837466846
macaubas,BA,-13.020601940766815,-42.692811786984805
macaé,RJ,-22.379495733441367,-41.78658744163902
macaíba,RN,-5.857741545984263,-35.34899844792753
macaúbas,BA,-13.01886294109856,-42.69315872572051
macedonia,SP,-20.146663589025035,-50.195738615647684
macedônia,SP,-20.144765428367997,-50.19578090422146
maceia³,AL,-9.674895960586316,-35.756556816117545
maceio,AL,-9.629092475768113,-35.7312047851864
maceió,AL,-9.627996544850859,-35.73088535833873
machacalis,MG,-17.076857047076594,-40.71818088940351
machadinho,RS,-27.567860111684137,-51.668006307550215
machadinho d oeste,RO,-9.426711197842963,-61.996504456752845
machadinho d'oeste,RO,-9.420630909656632,-62.01343472257457
machadinho doeste,RO,-9.423702804430814,-62.004057532059306
machado,MG,-21.680408948048516,-45.92052993201528
machados,PE,-7.68635723406433,-35.51526769658776
macieira,SC,-26.855407180080487,-51.37578670302245
macuco,MG,-21.58189794691236,-42.74137615768182
macuco,RJ,-21.98476686864408,-42.25244838242634
macuco de minas,MG,-21.062990905913566,-44.6335216202426
macurure,BA,-9.171524927482329,-39.05698815445261
macururé,BA,-9.171130388724466,-39.05753184570136
madalena,CE,-4.842097370780366,-39.56462337909636
madeiro,PI,-3.48451991815066,-42.5044701713218
madre de deus,BA,-12.741679313725754,-38.613481836600386
madre de deus de minas,MG,-21.48431219238059,-44.33164289536491
mae d'agua,PB,-7.237953677185362,-37.41378472875723
mae do rio,PA,-2.046396470451422,-47.556323508269486
maetinga,BA,-14.664767715837195,-41.49266143214398
mafra,SC,-26.12585603089477,-49.81253069564952
magalhaes barata,PA,-0.8004635229106666,-47.60093706294072
magalhaes de almeida,MA,-3.3945294986226267,-42.20525646659466
magalhães de almeida,MA,-3.395799632858811,-42.20545372144549
magda,SP,-20.645639876711464,-50.22326226371534
mage,RJ,-22.638046174252494,-43.12607126337054
magé,RJ,-22.638965223579497,-43.133509457887996
maiauata,PA,-1.9676686641282155,-48.9544034192515
maiquinique,BA,-15.62552359210591,-40.26376458018532
mairi,BA,-11.710510369249565,-40.14950442693872
mairinque,SP,-23.53650295835299,-47.18889011605326
mairipora,SP,-23.330293289806168,-46.5974367011403
mairiporã,SP,-23.325991606498626,-46.59506957478149
mairipotaba,GO,-17.297301426609756,-49.492303397075744
major gercino,SC,-27.41804376302187,-48.99960161528701
major isidoro,AL,-9.53984172112725,-37.01495524695751
major sales,RN,-6.404363487834803,-38.32107375610817
major vieira,SC,-26.365762018968656,-50.326946295403914
malacacheta,MG,-17.847697697027982,-42.0808485867346
malhada,BA,-14.332532421429278,-43.7623127248976
malhada de pedras,BA,-14.38526247745433,-41.87957322066466
malhada dos bois,SE,-10.354629785683167,-36.91898629096797
malhador,SE,-10.658574370171172,-37.30730703260873
mallet,PR,-25.883903118459568,-50.82702616356368
malta,PB,-6.907009311873592,-37.521128189699326
mamanguape,PB,-6.837168594957803,-35.12688719306731
mambai,GO,-14.494876769301843,-46.111407677749234
mambaí,GO,-14.492841277829669,-46.11230097058606
mambore,PR,-24.31410271915434,-52.529468876660765
mamborê,PR,-24.314856579437485,-52.52766646338029
mamonas,MG,-15.047725331864479,-42.951985807529596
manacapuru,AM,-3.291573759729225,-60.62445196130742
manaira,PB,-7.723809318773779,-38.184480736126794
manaquiri,AM,-3.4279350324079663,-60.45895377949924
manari,PE,-8.962860755447547,-37.62602456356043
manaus,AM,-3.0795783434247967,-60.007107446741344
manaíra,PB,-7.726433487657383,-38.18891953962313
mancio lima,AC,-7.609468806290748,-72.9108885829583
mandaguacu,PR,-23.345672087898624,-52.09871221747538
mandaguari,PR,-23.522116589381856,-51.6776633579356
mandaguaçu,PR,-23.342019591831704,-52.1004260223983
mandirituba,PR,-25.770101783275738,-49.324729618238564
manduri,SP,-23.006344507717284,-49.31841495453075
manfrinopolis,PR,-26.14422230537972,-53.30975982980494
manga,MG,-14.753638660717579,-43.93965471559108
mangabeira,CE,-6.966104945253509,-36.97883205893553
mangaratiba,RJ,-22.94754369418293,-44.01336532217898
mangueirinha,PR,-25.940474358861895,-52.17787723251204
manhuacu,MG,-20.25143111219304,-42.04123369631226
manhuaçu,MG,-20.25780988072148,-42.03844521895852
manhumirim,MG,-20.35584130637538,-41.956169737677804
maniacu,BA,-12.40124246429234,-38.75402194721073
manicore,AM,-5.812151097181488,-61.295842878247456
manicoré,AM,-5.803408294482232,-61.29564084339675
manoel emidio,PI,-8.00726339268877,-43.87206679292583
manoel emídio,PI,-8.01144243888453,-43.87267585829373
manoel ribas,PR,-24.51763874503543,-51.67440944339136
manoel urbano,AC,-8.838577670536376,-69.2613848114748
manoel viana,RS,-29.573581139077255,-55.48382309408964
manoel vitorino,BA,-14.12988515526675,-40.2972447648964
mansidao,BA,-10.719694074212734,-44.03579799202967
mansidão,BA,-10.718399606385155,-44.02817149178375
mantena,MG,-18.777954733022707,-40.98336116136959
mantenopolis,ES,-18.86372646201913,-41.11833493292913
mantenópolis,ES,-18.86339039042393,-41.12257074180202
mantiqueira do palmital,MG,-21.30260499999997,-43.72071999999997
manuel duarte,RJ,-22.086052507128954,-43.55931365091539
maquine,RS,-29.65200263269053,-50.21291194651415
maquiné,RS,-29.67592336660924,-50.20176784384698
mar de espanha,MG,-21.86580880333746,-43.00740468490523
mar vermelho,AL,-9.451208581887236,-36.387711825813625
mara rosa,GO,-14.018136979135805,-49.17836381667351
maraa,AM,-1.859763134224364,-65.59120620125165
maraba,PA,-5.365871050129098,-49.12028885422186
maraba paulista,SP,-22.110005722014357,-51.97254324407325
marabá,PA,-5.369149882320321,-49.126827625718164
maracacume,MA,-2.0472440014816056,-45.95774591870997
maracai,SP,-22.61538152569791,-50.668029742880734
maracaja,SC,-28.86102334222316,-49.453050715376726
maracaju,MS,-21.622807014494487,-55.16419800267772
maracajá,SC,-28.856094969649384,-49.450093265122575
maracana,PA,-0.775593076224539,-47.45106094329322
maracana,SC,-28.860314789065892,-49.45025598135094
maracanau,CE,-3.868493722347839,-38.61231428230598
maracanaú,CE,-3.868460275970035,-38.61036453159863
maracanã,PA,-0.7629081357216698,-47.45081025187587
maracas,BA,-13.439272725808566,-40.43345140768189
maracaçumé,MA,-2.050661385424861,-45.95709444689845
maracaí,SP,-22.613725700549555,-50.66866853022542
maracás,BA,-13.439698601172152,-40.432804234412586
maragogi,AL,-9.007675987232085,-35.220048242659786
maragogipe,BA,-12.781836602100842,-38.91586725355916
maraial,PE,-8.784826706223376,-35.813630802713625
maraja do sena,MA,-4.620044054353246,-45.45997922732242
marambainha,MG,-17.15821115326508,-41.56501492377995
maranguape,CE,-3.8907289315508895,-38.678992027787636
maranhaozinho,MA,-2.2446552921474874,-45.85894149813545
maranhãozinho,MA,-2.2438906307028232,-45.857584014908156
marapanim,PA,-0.7481713250508463,-47.6892510065996
marapoama,SP,-21.256794218570786,-49.1302214871592
marata,RS,-29.54857376416127,-51.55913201348339
marataizes,ES,-21.03323906532719,-40.82328995883659
marataízes,ES,-21.027734300752027,-40.819745066235434
marau,BA,-14.08037051162608,-39.006905745759816
marau,RS,-28.445913394643156,-52.20283767459886
maravilha,AL,-9.233525306895219,-37.35892521057616
maravilha,SC,-26.76740365829759,-53.18449911898906
maravilhas,MG,-19.515017571479863,-44.67673891755669
maraã,AM,-1.8566358888109653,-65.59091234684799
maraú,BA,-14.072569420790845,-39.00408958319995
marcelandia,MT,-11.080732078163356,-54.51955905355166
marcelino ramos,RS,-27.470268087283692,-51.91810128743639
marcelino vieira,RN,-6.290720653421996,-38.16257764200831
marcelândia,MT,-11.081408205149167,-54.517194014548295
marcionilio souza,BA,-13.019023522614175,-40.56330122711361
marcionílio souza,BA,-13.032613828674855,-40.591028003941325
marco,CE,-3.123797441185686,-40.15414598800406
marcolandia,PI,-7.444152820366042,-40.661877085255256
marcolândia,PI,-7.445497553782512,-40.66663410910506
marcos parente,PI,-7.120923086505935,-43.889738276564074
marechal candido rondon,PR,-24.55448452680614,-54.0578172850529
marechal cândido rondon,PR,-24.554761072351862,-54.062650539802654
marechal deodoro,AL,-9.731920433403758,-35.85914026286754
marechal floriano,ES,-20.415508811333915,-40.689012695583465
marechal thaumaturgo,AC,-8.95454999999995,-72.78365899999997
marema,SC,-26.802889672227636,-52.62655234729679
maresias,SP,-23.76758716667058,-45.6802557649566
mari,PB,-7.058829894333504,-35.316723123710524
maria da fe,MG,-22.309036546758747,-45.373343027619704
maria da fé,MG,-22.307812061392973,-45.373386999061395
maria helena,PR,-23.61625127825258,-53.205977209861764
marialva,PR,-23.48392434035238,-51.79990910433005
mariana,MG,-20.37497229153692,-43.418085248936116
mariana pimentel,RS,-30.354614005554176,-51.58422950230679
mariano moro,RS,-27.351152029483522,-52.144949415883694
marianopolis do tocantins,TO,-9.796716473130443,-49.65667979604099
marianópolis do tocantins,TO,-9.796526425187174,-49.65807184647989
mariapolis,SP,-21.7960149223852,-51.182424473860365
maribondo,AL,-9.575858848762762,-36.30347185082699
marica,RJ,-22.927070740029492,-42.866088849611685
maricá,RJ,-22.922968390683447,-42.86633920370899
mariental,PR,-25.50943247821568,-49.298553
marilac,MG,-18.508114563074084,-42.08210977053469
marilandia,ES,-19.412105468582517,-40.54327231173084
marilandia do sul,PR,-23.748202071498792,-51.30421751498697
marilena,PR,-22.73724580824453,-53.03334337675801
marilia,SP,-22.209445287469656,-49.9476115040202
mariluz,PR,-24.009964476201365,-53.15131914175904
marilândia,ES,-19.411673696517752,-40.54145298532071
marilândia do sul,PR,-23.747389481031778,-51.303357453939384
maringa,PR,-23.41834852093102,-51.93277213714588
maringá,PR,-23.42006511083864,-51.93275923069573
marinopolis,SP,-20.441716961871215,-50.82322680500144
marinópolis,SP,-20.440296436166964,-50.8227588245201
mario campos,MG,-20.05888710730415,-44.17901384838128
mariopolis,PR,-26.354606751224114,-52.553919535287896
maripa,PR,-24.424276153434448,-53.82618756477515
maripa de minas,MG,-21.696933021717815,-42.961172507744415
maripá,PR,-24.418173294578363,-53.832493482086406
maristela,SP,-23.03876670092714,-47.89387609159676
marituba,PA,-1.3669818638394693,-48.33763710174524
marizopolis,PB,-6.8435313958388875,-38.34731936729053
mariápolis,SP,-21.79651030175558,-51.18042517928301
mariópolis,PR,-26.355409372210783,-52.55586204285357
marlieria,MG,-19.707279031287218,-42.705392121201356
marliéria,MG,-19.715230893356228,-42.730024501859134
marmeleiro,PR,-26.14973579423784,-53.02966720898468
marmelopolis,MG,-22.448891926892546,-45.16308834103642
marmelópolis,MG,-22.449414470239184,-45.16635300250272
marques de souza,RS,-29.31989803725467,-52.101715835577885
marquinho,PR,-25.11387065881989,-52.25753673334156
martinesia,MG,-18.74845329586244,-48.41803874409951
martinho campos,MG,-19.338557253719472,-45.22748738163027
martinho prado junior,SP,-22.287371201636308,-47.13683408534619
martinopole,CE,-3.218262435797388,-40.69103627868246
martinopolis,SP,-22.147785659198927,-51.16938487984479
martins,RN,-6.089642364788444,-37.91213084551946
martins guimaraes,MG,-28.467525838864947,-52.820345590754094
martins soares,MG,-20.25731159513661,-41.87310733510026
martinópole,CE,-3.193343833435007,-40.66888783314707
martinópolis,SP,-22.150721552029474,-51.17100016497771
maruim,SE,-10.739241127008718,-37.08635280285313
marumbi,PR,-23.706998112300486,-51.640230663240736
marzagao,GO,-17.979046065364304,-48.64501493182323
marzagão,GO,-17.98110938667054,-48.64489214493935
marília,SP,-22.2099306497647,-49.94759359095351
mascote,BA,-15.588427783636105,-39.37293085727166
massape,CE,-3.5234919294347162,-40.34264348621784
massape do piaui,PI,-7.465534531075945,-41.121317661004746
massapê,CE,-3.516958458321037,-40.38451602634607
massaranduba,PB,-7.179094565810381,-35.73343874188931
massaranduba,SC,-26.610216926670343,-49.002534048018276
mata,RS,-29.56152930010417,-54.45662672556166
mata de sao joao,BA,-12.527841538945589,-38.26425639748103
mata de são joão,BA,-12.524092361836455,-38.231284988497755
mata grande,AL,-9.117820475748035,-37.74224490331262
mata roma,MA,-3.624041087270268,-43.114992633354376
mata verde,MG,-15.690291833040085,-40.73844595333425
matao,SP,-21.607549479565137,-48.35939549852437
mataraca,PB,-6.595774802025247,-35.05599698546711
mateiros,TO,-10.546061990476025,-46.419197380701206
matelandia,PR,-25.189773745124548,-53.8926771939778
matelândia,PR,-25.232674103931405,-53.972675179854946
materlandia,MG,-18.472767932018556,-43.059607558705785
materlândia,MG,-18.473372132149052,-43.058761520593755
mateus leme,MG,-19.99132678309678,-44.42904378963398
mathias lobato,MG,-18.580360203971658,-41.91908817647379
matias barbosa,MG,-21.869485342722417,-43.31977116023607
matias cardoso,MG,-14.854583116903983,-43.919836505598276
matias olimpio,PI,-3.7173498948087205,-42.554418336225396
matias olímpio,PI,-3.713530385282049,-42.55283531718397
matina,BA,-13.910393737952955,-42.84549180083714
matinha,MA,-3.100411149782981,-45.032400395465196
matinhas,PB,-7.122523890083736,-35.77066666517346
matinhos,PR,-25.813132721140203,-48.5363046397346
matipo,MG,-20.292602508182068,-42.34336453641692
matipó,MG,-20.28579611467238,-42.34108977059989
mato castelhano,RS,-28.27855427986065,-52.19087054654972
mato grosso,PB,-6.5408306296502445,-37.711731319862686
mato leitao,RS,-29.525624980965507,-52.12687025106665
mato leitão,RS,-29.523040690590918,-52.131235621734405
mato queimado,RS,-28.254848210727687,-54.61805041829698
mato rico,PR,-24.702111221053855,-52.159168671726796
mato verde,MG,-15.39316055412574,-42.86084368198853
matoes,MA,-5.521202732905504,-43.2036090073404
matoes do norte,MA,-3.6283011943315135,-44.55683603279019
matos costa,SC,-26.472198874740787,-51.15318556482733
matozinhos,MG,-19.56083264961986,-44.075581349214794
matrincha,GO,-15.446798346885714,-50.723444958400016
matrinchã,GO,-15.400757999999946,-50.72232949999996
matriz de camaragibe,AL,-9.156550877434656,-35.53292851997611
matupa,MT,-10.140800037432959,-54.8614802027709
matupá,MT,-10.172610379330653,-54.93154486493038
matureia,PB,-7.265769518188043,-37.3414700876385
matutina,MG,-19.22229992242833,-45.96985523856589
matão,SP,-21.602385896003277,-48.365467919717
matões,MA,-5.522538131094554,-43.20246536514107
maua,SP,-23.669993795741274,-46.4489086924047
maua da serra,PR,-23.90008980578516,-51.22750059850152
maues,AM,-3.3937181191205186,-57.71475525433456
maurilandia,GO,-17.97876193282023,-50.34012793698395
maurilandia do tocantins,TO,-5.954065224340404,-47.50646397589546
maurilândia,GO,-17.975615052151184,-50.34074845741905
maurilândia do tocantins,TO,-5.95520410730015,-47.51077481470011
mauriti,CE,-7.387434699017797,-38.7722394063261
mauá,SP,-23.670057616135324,-46.44894410939104
mauá da serra,PR,-23.896429683468217,-51.225775606100015
maués,AM,-3.392297556429156,-57.71301168290512
maximiliano de almeida,RS,-27.631778380283844,-51.804719613244764
mazagao,AP,-0.10695938974045235,-51.28635332989231
maçambará,RS,-29.1468368479062,-56.06447949766176
medeiros,MG,-19.996631243192493,-46.21976153825772
medeiros neto,BA,-17.375406123452056,-40.22236401991968
medianeira,PR,-25.29320167334103,-54.095134218967516
medicilandia,PA,-3.451334234389985,-52.89035214047987
medicilândia,PA,-3.4488424775400057,-52.892501352871975
medina,MG,-16.227412654546985,-41.47835277276773
meleiro,SC,-28.834639881806513,-49.63181747150646
melgaco,PA,-1.806317348136563,-50.715547372626006
melgaço,PA,-1.8045302397350482,-50.71424389637842
melo viana,MG,-19.697918078989456,-44.17675823929734
mendes,RJ,-22.526046307478865,-43.73322381234702
mendes pimentel,MG,-18.659970826739325,-41.40437128121699
mendonca,MG,-21.77059918122806,-43.35523022384441
mendonca,SP,-21.18428648292888,-49.57927104359941
mendonça,SP,-21.186274373783203,-49.57992224237421
menino jesus,BA,-12.713841008258669,-38.44957562823752
mercedes,PR,-24.452002184845046,-54.167799767946796
merces,MG,-21.197495515269335,-43.343500682349834
merces de agua limpa,MG,-21.08333002163582,-44.241997462490495
mercês,MG,-21.192306385663485,-43.340165037949646
mercês de água limpa,MG,-21.04363716025255,-44.6025622577857
meridiano,SP,-20.358241234875713,-50.17546015055213
meruoca,CE,-3.544255119013516,-40.46178684697543
mesopolis,SP,-19.966741794621015,-50.62125745389704
mesquita,MG,-19.903270682184683,-42.7658420897665
mesquita,RJ,-22.78350564873647,-43.42440928433377
messias,AL,-9.389472780790879,-35.83969071517308
messias targino,RN,-6.079137345909716,-37.51443645815574
miguel alves,PI,-4.16880566697177,-42.894166922649426
miguel calmon,BA,-11.430232476786514,-40.59743564218764
miguel leao,PI,-5.681218315315021,-42.738174425979736
miguel pereira,RJ,-22.455900252010625,-43.470507317933006
miguelopolis,SP,-20.18322821774801,-48.02595426245802
miguelópolis,SP,-20.180640246393242,-48.03559317436368
milagres,BA,-12.870182039732622,-39.85502158056103
milagres,CE,-7.31229126770766,-38.94493412071386
